Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,Protein Name
SLC7A7,HGNC:11065,lysinuric protein intolerance,MONDO:0009109,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_207778e3-aff9-427d-ae87-f68fd938af88-2019-11-08T170000.000Z,2019-11-08T17:00:00.000Z,Aminoacidopathy Gene Curation Expert Panel,SLC7A7,HGNC:11065,chr14:23242431-23289000,chr14:22773222-22819791,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC7A7&subject=,2016-08-22T17:52:26Z,Not Found
SLC9A6,HGNC:11079,Christianson syndrome,MONDO:0010278,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d97fc8d-e744-449a-939c-386895c121cd-2018-05-02T160000.000Z,2018-05-02T16:00:00.000Z,Rett and Angelman-like Disorders,SLC9A6,HGNC:11079,chrX:135067594-135129428,chrX:135973837-136047269,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC9A6&subject=,2020-12-08T17:20:37Z,Not Found
SMAD2,HGNC:6768,congenital heart disease,MONDO:0005453,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e0055af-46d4-42c2-93fa-f3c4d238b3d4-2023-11-06T170000.000Z,2023-11-06T17:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,SMAD2,HGNC:6768,chr18:45335328-45457243,chr18:47808957-47930872,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMAD2&subject=,2018-06-29T00:21:15Z,Not Found
RDX,HGNC:9944,nonsyndromic genetic hearing loss,MONDO:0019497,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2cf494e5-7335-4e2a-8b50-75cf8412a9d0-2018-01-02T170000.000Z,2018-01-02T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,RDX,HGNC:9944,chr11:110045647-110167339,chr11:110174922-110296614,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RDX&subject=,2016-08-22T17:51:54Z,Not Found
RB1,HGNC:9884,retinoblastoma,MONDO:0008380,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f8c79621-7ace-4c0c-874e-a315a2e6c872-2020-07-30T213929.219Z,2020-07-30T21:39:29.219Z,Hereditary Cancer Gene Curation Expert Panel,RB1,HGNC:9884,chr13:48877887-49056026,chr13:48303751-48481890,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RB1&subject=,2021-03-09T17:19:02Z,Not Found
RAI1,HGNC:9834,Smith-Magenis syndrome,MONDO:0008434,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1e576e58-debf-49c6-a86d-c599806180ff-2018-09-05T160000.000Z,2018-09-05T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,RAI1,HGNC:9834,chr17:17584772-17714767,chr17:17681458-17811453,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RAI1&subject=,2020-10-13T16:11:47Z,Not Found
RSPH1,HGNC:12371,primary ciliary dyskinesia 24,MONDO:0014202,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f2bdb2e5-9659-46af-b306-e01207f31174-2022-06-07T110000.000Z,2022-06-07T11:00:00.000Z,Motile Ciliopathy Gene Curation Expert Panel,RSPH1,HGNC:12371,chr21:43892596-43916334,chr21:42472486-42496224,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RSPH1&subject=,2016-08-22T17:52:02Z,Not Found
SMAD4,HGNC:6770,Myhre syndrome,MONDO:0007688,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a5a082cc-c214-4bfa-8cb8-caead239d129-2021-12-30T170000.000Z,2021-12-30T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SMAD4,HGNC:6770,chr18:48556583-48611412,chr18:51030213-51085042,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMAD4&subject=,2020-12-16T17:36:40Z,Not Found
SMAD4,HGNC:6770,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,MONDO:0008278,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9b79d0f-4259-49d7-882d-4ca23bb7e8cf-2023-04-18T160000.000Z,2023-04-18T16:00:00.000Z,Hemostasis/Thrombosis Gene Curation Expert Panel,SMAD4,HGNC:6770,chr18:48556583-48611412,chr18:51030213-51085042,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMAD4&subject=,2020-12-16T17:36:40Z,Not Found
SMARCA2,HGNC:11098,intellectual disability-sparse hair-brachydactyly syndrome,MONDO:0011053,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5cde86bc-f99f-40cf-8c32-eac9f8f8a67d-2020-08-18T160000.000Z,2020-08-18T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SMARCA2,HGNC:11098,chr9:2015347-2193624,chr9:2015347-2193624,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMARCA2&subject=,2013-03-27T18:37:39Z,Not Found
SMARCA4,HGNC:11100,Coffin-Siris syndrome,MONDO:0015452,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_61d29c73-9a30-4664-9df2-2f5831219221-2020-06-17T160000.000Z,2020-06-17T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SMARCA4,HGNC:11100,chr19:11071706-11172949,chr19:10961030-11062273,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMARCA4&subject=,2024-07-24T16:09:33Z,Not Found
SMARCA4,HGNC:11100,rhabdoid tumor predisposition syndrome 2,MONDO:0013224,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e5edb191-f515-47a3-b1d8-cc723eaef665-2018-06-29T160000.000Z,2018-06-29T16:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,SMARCA4,HGNC:11100,chr19:11071706-11172949,chr19:10961030-11062273,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMARCA4&subject=,2024-07-24T16:09:33Z,Not Found
SMARCB1,HGNC:11103,rhabdoid tumor predisposition syndrome 1,MONDO:0012252,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8d7390e7-0bb1-4ba1-b97e-7f666b52c86b-2018-10-12T205953.762Z,2018-10-12T20:59:53.762Z,Hereditary Cancer Gene Curation Expert Panel,SMARCB1,HGNC:11103,chr22:24129153-24180196,chr22:23786966-23838009,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMARCB1&subject=,2020-04-22T17:55:28Z,Not Found
SMARCE1,HGNC:11109,familial meningioma,MONDO:0011789,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_01e68b67-987e-48ec-a167-cb659cc245e9-2020-07-30T211630.144Z,2020-07-30T21:16:30.144Z,Hereditary Cancer Gene Curation Expert Panel,SMARCE1,HGNC:11109,chr17:38781214-38804070,chr17:40624962-40647818,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SMARCE1&subject=,2024-12-11T22:55:27Z,Not Found
RAG2,HGNC:9832,recombinase activating gene 2 deficiency,MONDO:0000573,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4e9918ba-b94a-4526-bd99-09abef894225-2021-08-19T140520.555Z,2021-08-19T14:05:20.555Z,SCID-CID Gene Curation Expert Panel,RAG2,HGNC:9832,chr11:36613493-36619786,chr11:36590996-36598236,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RAG2&subject=,2016-08-22T17:51:50Z,Not Found
SLC35A2,HGNC:11022,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e8173aea-692d-4f50-aca4-228e3df16e80-2021-04-23T160000.000Z,2021-04-23T16:00:00.000Z,Epilepsy Gene Curation Expert Panel,SLC35A2,HGNC:11022,chrX:48760460-48769235,chrX:48903183-48911958,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC35A2&subject=,2018-01-24T17:08:04Z,Not Found
RET,HGNC:9967,multiple endocrine neoplasia type 2A,MONDO:0008234,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5f3c875-2438-4bfe-b785-b86d7d3e6507-2020-05-14T005952.060Z,2020-05-14T00:59:52.060Z,Hereditary Cancer Gene Curation Expert Panel,RET,HGNC:9967,chr10:43572517-43625799,chr10:43077069-43130351,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RET&subject=,2020-08-26T16:40:35Z,Not Found
RETREG1,HGNC:25964,hereditary sensory and autonomic neuropathy,MONDO:0015364,AR,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e0b9041f-06f2-47c8-b070-5d4cfaaeb2db-2024-07-08T160000.000Z,2024-07-08T16:00:00.000Z,Charcot-Marie-Tooth Disease Gene Curation Expert Panel,RETREG1,HGNC:25964,chr5:16473162-16617106,chr5:16473053-16616997,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RETREG1&subject=,2016-08-22T17:48:26Z,Not Found
RFX6,HGNC:21478,monogenic diabetes,MONDO:0015967,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d0636b0f-5a63-4905-86c9-92ef57eb77d3-2024-05-10T160000.000Z,2024-05-10T16:00:00.000Z,Monogenic Diabetes Gene Curation Expert Panel,RFX6,HGNC:21478,chr6:117198405-117253324,chr6:116877242-116932161,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RFX6&subject=,2015-09-18T19:56:16Z,Not Found
RS1,HGNC:10457,X-linked retinoschisis,MONDO:0010725,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_061adaaf-8b09-42e4-ae31-9b9c03d6e944-2020-12-18T165803.135Z,2020-12-18T16:58:03.135Z,Retina Gene Curation Expert Panel,RS1,HGNC:10457,chrX:18657808-18690228,chrX:18639688-18672108,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RS1&subject=,2021-08-02T16:04:12Z,Not Found
RPS6KA3,HGNC:10432,Coffin-Lowry syndrome,MONDO:0010561,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_af32a931-1d55-432f-82cf-ce87f6c26580-2019-05-28T040000.000Z,2019-05-28T04:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,RPS6KA3,HGNC:10432,chrX:20168029-20285027,chrX:20149911-20267097,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPS6KA3&subject=,2022-06-14T16:10:45Z,Not Found
SLC25A1,HGNC:10979,mitochondrial disease,MONDO:0044970,AR,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_efd22051-13dc-49ed-b8cd-ded1d67f2bf1-2023-12-18T170000.000Z,2023-12-18T17:00:00.000Z,Mitochondrial Diseases Gene Curation Expert Panel,SLC25A1,HGNC:10979,chr22:19163094-19166249,chr22:19175581-19178736,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC25A1&subject=,2016-08-22T17:52:18Z,Not Found
RPS19,HGNC:10402,Diamond-Blackfan anemia,MONDO:0015253,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bceef5ee-7596-4a90-91ce-b36385f9669b-2023-05-30T160000.000Z,2023-05-30T16:00:00.000Z,Syndromic Disorders Gene Curation Expert Panel,RPS19,HGNC:10402,chr19:42364325-42376993,chr19:41860255-41872925,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPS19&subject=,2021-03-24T19:03:22Z,Not Found
RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,Not Found
RP2,HGNC:10274,RP2-related retinopathy,MONDO:0100442,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_75e3203d-3841-49eb-84d4-e6238eda55ea-2022-03-02T214941.540Z,2022-03-02T21:49:41.540Z,Retina Gene Curation Expert Panel,RP2,HGNC:10274,chrX:46696478-46741793,chrX:46837043-46882358,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RP2&subject=,2012-10-04T19:17:34Z,Not Found
ROGDI,HGNC:29478,amelocerebrohypohidrotic syndrome,MONDO:0009185,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dc4132b5-fd80-440b-b7ae-65f4d28f33f1-2022-06-21T160000.000Z,2022-06-21T16:00:00.000Z,Epilepsy Gene Curation Expert Panel,ROGDI,HGNC:29478,chr16:4846969-4852634,chr16:4796968-4802633,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ROGDI&subject=,2015-02-12T19:55:30Z,Not Found
ROBO3,HGNC:13433,"gaze palsy, familial horizontal, with progressive scoliosis 1",MONDO:0020790,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_257a59f3-1f00-4bd8-b255-793bc692bc9c-2022-07-12T170000.000Z,2022-07-12T17:00:00.000Z,Brain Malformations Gene Curation Expert Panel,ROBO3,HGNC:13433,chr11:124735328-124751367,chr11:124865432-124881471,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ROBO3&subject=,2016-08-22T17:52:00Z,Not Found
RNF168,HGNC:26661,RIDDLE syndrome,MONDO:0012764,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2eab353f-d7ed-4f22-883e-0b62c7bc4f9b-2022-08-08T170000.000Z,2022-08-08T17:00:00.000Z,SCID-CID Gene Curation Expert Panel,RNF168,HGNC:26661,chr3:196195654-196230639,chr3:196468783-196503768,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RNF168&subject=,2016-08-22T17:51:59Z,Not Found
RNASEH2A,HGNC:18518,RNASEH2A-related type 1 interferonopathy,MONDO:0700259,AR,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dca1f8e4-e678-4c72-9698-6e56381cfa7b-2024-08-26T160000.000Z,2024-08-26T16:00:00.000Z,Leukodystrophy and Leukoencephalopathy Gene Curation Expert Panel,RNASEH2A,HGNC:18518,chr19:12917398-12924454,chr19:12806584-12813640,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RNASEH2A&subject=,2016-08-22T17:51:58Z,Not Found
SLC25A13,HGNC:10983,citrin deficiency,MONDO:0016602,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bc373b9e-ec5e-4471-92a1-bbdd9aa3378c-2021-07-23T220742.579Z,2021-07-23T22:07:42.579Z,Aminoacidopathy Gene Curation Expert Panel,SLC25A13,HGNC:10983,chr7:95749532-95951410,chr7:96120220-96322098,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC25A13&subject=,2016-08-22T17:52:19Z,Not Found
RMRP,HGNC:10031,cartilage-hair hypoplasia,MONDO:0009595,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c7328b31-364b-4a7c-aaed-731b582cb716-2021-07-27T155213.681Z,2021-07-27T15:52:13.681Z,SCID-CID Gene Curation Expert Panel,RMRP,HGNC:10031,chr9:35657748-35658015,chr9:35657750-35658019,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RMRP&subject=,2016-08-22T17:51:58Z,Not Found
RMND1,HGNC:21176,mitochondrial disease,MONDO:0044970,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7e709765-beac-4f19-bcc0-181d0ce36f1b-2022-09-07T160000.000Z,2022-09-07T16:00:00.000Z,Mitochondrial Diseases Gene Curation Expert Panel,RMND1,HGNC:21176,chr6:151725897-151773261,chr6:151404762-151452126,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RMND1&subject=,2016-08-22T17:51:57Z,Not Found
SLC2A1,HGNC:11005,GLUT1 deficiency syndrome,MONDO:0000188,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a20a0bc0-49d5-41fc-9507-cec19a43bd81-2019-04-18T123454.696Z,2019-04-18T12:34:54.696Z,Intellectual Disability and Autism Gene Curation Expert Panel,SLC2A1,HGNC:11005,chr1:43391024-43424539,chr1:42925353-42958868,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC2A1&subject=,2016-03-24T19:16:38Z,Not Found
SLC2A10,HGNC:13444,arterial tortuosity syndrome,MONDO:0008818,AR,SOP11,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80a24753-e6d3-41cb-85ba-85a2eae3ddb6-2024-11-07T170000.000Z,2024-11-07T17:00:00.000Z,Hereditary Cardiovascular Disease Gene Curation Expert Panel,SLC2A10,HGNC:13444,chr20:45338288-45364986,chr20:46708320-46736347,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC2A10&subject=,2018-02-01T15:20:25Z,Not Found
SLC34A1,HGNC:11019,"hypercalcemia, infantile, 2",MONDO:0014851,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b164a17-9f7b-43b2-88b2-2adb8e458c08-2022-10-19T133000.000Z,2022-10-19T13:30:00.000Z,Tubulopathy Gene Curation Expert Panel,SLC34A1,HGNC:11019,chr5:176811435-176825849,chr5:177384434-177398848,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC34A1&subject=,2016-08-22T17:52:20Z,Not Found
RIN2,HGNC:18750,RIN2 syndrome,MONDO:0013115,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7427a25e-68a1-4e1b-b951-f1a1d7b1e52b-2023-12-04T170000.000Z,2023-12-04T17:00:00.000Z,Lysosomal Diseases Gene Curation Expert Panel,RIN2,HGNC:18750,chr20:19738902-19983100,chr20:19757599-20002456,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RIN2&subject=,2016-08-22T17:51:55Z,Not Found
TCOF1,HGNC:11654,Treacher-Collins syndrome,MONDO:0002457,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f91c5fe-8e58-4c98-9878-e428e2e41dd7-2019-09-17T160000.000Z,2019-09-17T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,TCOF1,HGNC:11654,chr5:149737260-149779856,chr5:150357697-150400293,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCOF1&subject=,2021-04-28T16:08:37Z,Not Found
NEXMIF,HGNC:29433,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_191437ab-2e73-4a0b-a660-ab5eab4c1066-2020-02-05T170000.000Z,2020-02-05T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,NEXMIF,HGNC:29433,chrX:73952691-74145287,chrX:74732856-74925452,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=NEXMIF&subject=,2019-06-26T16:41:14Z,Not Found
TCTN2,HGNC:25774,Joubert syndrome 24,MONDO:0014724,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_82bc1eb0-882b-48a2-a29f-23bec8d75def-2023-07-27T160000.000Z,2023-07-27T16:00:00.000Z,Syndromic Disorders Gene Curation Expert Panel,TCTN2,HGNC:25774,chr12:124155660-124192946,chr12:123671113-123708399,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=TCTN2&subject=,2016-08-22T17:52:45Z,Not Found
